SampleID,SubjectID,TaxonLabel,Proportion
JK.Day2.icex2d,Subject 2,Fusobacteria Fusobacterium,0.0013951775609806697
JK.Day2.icex2d,Subject 2,Fusobacteria Leptotrichia,0.003952138667164574
JK.Day2.icex2d,Subject 2,Proteobacteria Haemophilus,0.05321383559725529
JK.Day2.icex2d,Subject 2,Proteobacteria Neisseria,0
JK.Day2.icex2d,Subject 2,Other,0.018438127246417402
JK.Day3.4x1d,Subject 2,Actinobacteria Actinomyces,0.03146409540725704
JK.Day3.4x1d,Subject 2,Actinobacteria Rothia,0.14893428063943162
JK.Day3.4x1d,Subject 2,Bacteroidetes Porphyromonas,5.074854097944684e-5
JK.Day3.4x1d,Subject 2,Bacteroidetes Prevotella,0.03332910428825171
JK.Day3.4x1d,Subject 2,Firmicutes Gemellaceae,0.0013828977416899264
JK.Day3.4x1d,Subject 2,Firmicutes Granulicatella,0.04500126871352449
JK.Day3.4x1d,Subject 2,Firmicutes Streptococcus,0.4428698299923877
JK.Day3.4x1d,Subject 2,Firmicutes Veillonella,0.18053793453438213
JK.Day3.4x1d,Subject 2,Fusobacteria Fusobacterium,0.0036665820857650342
JK.Day3.4x1d,Subject 2,Fusobacteria Leptotrichia,0.002905353971073332
JK.Day3.4x1d,Subject 2,Proteobacteria Haemophilus,0.09766556711494545
JK.Day3.4x1d,Subject 2,Proteobacteria Neisseria,1.268713524486171e-5
JK.Day3.4x1d,Subject 2,Other,0.012179649835067242
JK.Day3.80x7d,Subject 2,Actinobacteria Actinomyces,0.02445466409794295
JK.Day3.80x7d,Subject 2,Actinobacteria Rothia,0.21022621341122366
JK.Day3.80x7d,Subject 2,Bacteroidetes Porphyromonas,2.6412280156609284e-4
JK.Day3.80x7d,Subject 2,Bacteroidetes Prevotella,0.027639674352122303
JK.Day3.80x7d,Subject 2,Firmicutes Gemellaceae,0.001709029892486483
JK.Day3.80x7d,Subject 2,Firmicutes Granulicatella,0.035081722702131626
JK.Day3.80x7d,Subject 2,Firmicutes Streptococcus,0.28895034491330557
JK.Day3.80x7d,Subject 2,Firmicutes Veillonella,0.16324342800323163
JK.Day3.80x7d,Subject 2,Fusobacteria Fusobacterium,0.002237275495618669
JK.Day3.80x7d,Subject 2,Fusobacteria Leptotrichia,0.0022683487663911505
JK.Day3.80x7d,Subject 2,Proteobacteria Haemophilus,0.22478404076813124
JK.Day3.80x7d,Subject 2,Proteobacteria Neisseria,0
JK.Day3.80x7d,Subject 2,Other,0.01914113479584861
JK.Day8.RTx2d,Subject 2,Actinobacteria Actinomyces,0.04151203935444895
JK.Day8.RTx2d,Subject 2,Actinobacteria Rothia,0.09601277293518598
JK.Day8.RTx2d,Subject 2,Bacteroidetes Porphyromonas,2.5891084836454647e-4
JK.Day8.RTx2d,Subject 2,Bacteroidetes Prevotella,0.005954949512384569
JK.Day8.RTx2d,Subject 2,Firmicutes Gemellaceae,1.7260723224303098e-4
JK.Day8.RTx2d,Subject 2,Firmicutes Granulicatella,0.01281608699404505
JK.Day8.RTx2d,Subject 2,Firmicutes Streptococcus,0.7291145248985933
JK.Day8.RTx2d,Subject 2,Firmicutes Veillonella,0.04498575990333995
JK.Day8.RTx2d,Subject 2,Fusobacteria Fusobacterium,0.0011219470095797015
JK.Day8.RTx2d,Subject 2,Fusobacteria Leptotrichia,0.003387416932769483
JK.Day8.RTx2d,Subject 2,Proteobacteria Haemophilus,0.023647190817295244
JK.Day8.RTx2d,Subject 2,Proteobacteria Neisseria,0
JK.Day8.RTx2d,Subject 2,Other,0.04101579356175024
